id,description,question,choices,answer
21af51,"A single, oversized emerald dewdrop balanced precariously on the tip of a vibrant crimson leaf, with macro detail visible.",What color is the leaf?,"['crimson', 'green', 'orange', 'yellow']",crimson
21af51,"A single, oversized emerald dewdrop balanced precariously on the tip of a vibrant crimson leaf, with macro detail visible.",What perspective or detail level is suggested?,"['aerial', 'macro', 'panoramic', 'standard']",macro
d92098,"A swirling vortex of iridescent dust particles illuminated by a single, distant point of light in a vacuum.",What form does the dust take?,"['cloud', 'layer', 'pile', 'vortex']",vortex
d92098,"A swirling vortex of iridescent dust particles illuminated by a single, distant point of light in a vacuum.",How is the dust described in terms of color/texture?,"['dull', 'gritty', 'iridescent', 'uniform']",iridescent
d92098,"A swirling vortex of iridescent dust particles illuminated by a single, distant point of light in a vacuum.",How many sources of light are mentioned?,"['none', 'one', 'two', 'many']",one
d92098,"A swirling vortex of iridescent dust particles illuminated by a single, distant point of light in a vacuum.",What environment is the scene set in?,"['atmosphere', 'ocean', 'underwater', 'vacuum']",vacuum
fbfa94,"Three distinct, overlapping polygons - a chartreuse triangle, a fuchsia square, and a sapphire pentagon - on a stark white canvas.",How many polygons are depicted?,"['one', 'two', 'three', 'four']",three
fbfa94,"Three distinct, overlapping polygons - a chartreuse triangle, a fuchsia square, and a sapphire pentagon - on a stark white canvas.",What shape is the fuchsia polygon?,"['pentagon', 'square', 'triangle', 'hexagon']",square
fbfa94,"Three distinct, overlapping polygons - a chartreuse triangle, a fuchsia square, and a sapphire pentagon - on a stark white canvas.",What color is the triangle?,"['chartreuse', 'fuchsia', 'sapphire', 'white']",chartreuse
fbfa94,"Three distinct, overlapping polygons - a chartreuse triangle, a fuchsia square, and a sapphire pentagon - on a stark white canvas.",What is the shape of the sapphire polygon?,"['square', 'triangle', 'pentagon', 'circle']",pentagon
38434c,"A mosaic composed of thousands of tiny, randomly oriented amber and jade shards, forming a textured surface.",What is the image composed of?,"['buttons', 'beads', 'shards', 'tiles']",shards
38434c,"A mosaic composed of thousands of tiny, randomly oriented amber and jade shards, forming a textured surface.",What colors are mentioned for the shards?,"['amber and blue', 'amber and jade', 'red and green', 'black and white']",amber and jade
38434c,"A mosaic composed of thousands of tiny, randomly oriented amber and jade shards, forming a textured surface.",How are the shards oriented?,"['aligned', 'randomly oriented', 'stacked', 'uniform']",randomly oriented
38434c,"A mosaic composed of thousands of tiny, randomly oriented amber and jade shards, forming a textured surface.",Is the surface smooth or textured?,"['smooth', 'textured']",textured
fbd135,A network of interconnected silver threads forming a complex knot against a velvet ebony background.,What material are the threads made of?,"['cotton', 'gold', 'silk', 'silver']",silver
fbd135,A network of interconnected silver threads forming a complex knot against a velvet ebony background.,What color is the background?,"['crimson', 'ebony', 'ivory', 'teal']",ebony
fbd135,A network of interconnected silver threads forming a complex knot against a velvet ebony background.,What form does the network of threads create?,"['braid', 'mesh', 'knot', 'weave']",knot
fbd135,A network of interconnected silver threads forming a complex knot against a velvet ebony background.,Is the background described as rough or velvet?,"['rough', 'smooth', 'velvet', 'glossy']",velvet
63af26,"Stacked, translucent aquamarine cubes receding into the distance, creating a sense of depth on an infinite plain.",What shape are the primary objects?,"['cylinders', 'spheres', 'cones', 'cubes']",cubes
63af26,"Stacked, translucent aquamarine cubes receding into the distance, creating a sense of depth on an infinite plain.",What color are the cubes?,"['aquamarine', 'emerald', 'ruby', 'sapphire']",aquamarine
63af26,"Stacked, translucent aquamarine cubes receding into the distance, creating a sense of depth on an infinite plain.",Are the cubes opaque or translucent?,"['opaque', 'translucent']",translucent
63af26,"Stacked, translucent aquamarine cubes receding into the distance, creating a sense of depth on an infinite plain.",What feeling or perspective is created by the arrangement?,"['sense of width', 'sense of height', 'sense of depth', 'sense of flatness']",sense of depth
5379b9,"A singular, immense crimson void absorbing surrounding light against an otherwise bright environment.",What color is the void?,"['black', 'crimson', 'indigo', 'violet']",crimson
5379b9,"A singular, immense crimson void absorbing surrounding light against an otherwise bright environment.",What is the void doing to surrounding light?,"['reflecting', 'refracting', 'absorbing', 'emitting']",absorbing
5379b9,"A singular, immense crimson void absorbing surrounding light against an otherwise bright environment.",How is the void described in terms of size?,"['tiny', 'small', 'medium', 'immense']",immense
5379b9,"A singular, immense crimson void absorbing surrounding light against an otherwise bright environment.",What is the general state of the environment surrounding the void?,"['dark', 'dim', 'bright', 'shadowy']",bright
f5b7dd,A chrome sphere reflecting a crimson sunset over a desolate rocky landscape.,What shape is reflecting the sunset?,"['cube', 'cylinder', 'sphere', 'torus']",sphere
f5b7dd,A chrome sphere reflecting a crimson sunset over a desolate rocky landscape.,What color is the sunset being reflected?,"['crimson', 'golden', 'orange', 'violet']",crimson
f5b7dd,A chrome sphere reflecting a crimson sunset over a desolate rocky landscape.,What material is the sphere made of?,"['glass', 'chrome', 'plastic', 'wood']",chrome
f5b7dd,A chrome sphere reflecting a crimson sunset over a desolate rocky landscape.,Describe the landscape.,"['forested and lush', 'grassy and flat', 'sandy and smooth', 'rocky and desolate']",rocky and desolate
42c8bc,Abstract composition of overlapping chartreuse polygons and sapphire curves on a textured parchment background.,What colors are used for the shapes?,"['red and blue', 'green and orange', 'chartreuse and sapphire', 'purple and yellow']",chartreuse and sapphire
42c8bc,Abstract composition of overlapping chartreuse polygons and sapphire curves on a textured parchment background.,What shapes are present in the composition?,"['circles and squares', 'lines and dots', 'polygons and curves', 'triangles and ovals']",polygons and curves
42c8bc,Abstract composition of overlapping chartreuse polygons and sapphire curves on a textured parchment background.,What kind of background is used?,"['smooth paper', 'textured parchment', 'canvas', 'digital screen']",textured parchment
42c8bc,Abstract composition of overlapping chartreuse polygons and sapphire curves on a textured parchment background.,How are the shapes arranged?,"['aligned in rows', 'randomly scattered', 'overlapping', 'separated']",overlapping
a0bc9e,A single obsidian obelisk casting a long shadow under a sky filled with swirling emerald clouds.,What object is depicted?,"['pyramid', 'sphere', 'obelisk', 'cube']",obelisk
a0bc9e,A single obsidian obelisk casting a long shadow under a sky filled with swirling emerald clouds.,What color are the clouds?,"['white', 'gray', 'emerald', 'blue']",emerald
a0bc9e,A single obsidian obelisk casting a long shadow under a sky filled with swirling emerald clouds.,What color is the obelisk?,"['ivory', 'obsidian', 'silver', 'bronze']",obsidian
a0bc9e,A single obsidian obelisk casting a long shadow under a sky filled with swirling emerald clouds.,What is the obelisk doing under the sky?,"['floating', 'glowing', 'spinning', 'casting a long shadow']",casting a long shadow
fa8783,A cluster of translucent amethyst crystals growing from a base of interwoven copper wires.,What material forms the base from which the crystals grow?,"['stone', 'wood', 'copper wires', 'ice']",copper wires
fa8783,A cluster of translucent amethyst crystals growing from a base of interwoven copper wires.,What color are the crystals?,"['ruby', 'emerald', 'sapphire', 'amethyst']",amethyst
fa8783,A cluster of translucent amethyst crystals growing from a base of interwoven copper wires.,What describes the transparency of the crystals?,"['opaque', 'solid', 'reflective', 'translucent']",translucent
fa8783,A cluster of translucent amethyst crystals growing from a base of interwoven copper wires.,What is the shape of the amethyst forms?,"['spheres', 'cubes', 'crystals', 'sheets']",crystals
bbbca6,"An iridescent ripple spreading across a surface of liquid mercury, distorting reflected patterns.",What kind of surface is depicted?,"['solid metal', 'liquid mercury', 'glass', 'water']",liquid mercury
bbbca6,"An iridescent ripple spreading across a surface of liquid mercury, distorting reflected patterns.",What is spreading across the surface?,"['a wave', 'a pattern', 'a ripple', 'a light beam']",a ripple
bbbca6,"An iridescent ripple spreading across a surface of liquid mercury, distorting reflected patterns.",How is the ripple described?,"['opaque', 'dull', 'iridescent', 'still']",iridescent
bbbca6,"An iridescent ripple spreading across a surface of liquid mercury, distorting reflected patterns.",What effect does the ripple have on reflected patterns?,"['enhances them', 'straightens them', 'stabilizes them', 'distorting them']",distorting them
f83a4f,A network of glowing cyan lines forming a complex three-dimensional lattice against a dark void.,What color are the lines?,"['magenta', 'yellow', 'cyan', 'red']",cyan
f83a4f,A network of glowing cyan lines forming a complex three-dimensional lattice against a dark void.,What kind of structure do the lines form?,"['a flat grid', 'a solid wall', 'a complex three-dimensional lattice', 'a simple square']",a complex three-dimensional lattice
f83a4f,A network of glowing cyan lines forming a complex three-dimensional lattice against a dark void.,Are the lines glowing?,"['no', 'yes']",yes
f83a4f,A network of glowing cyan lines forming a complex three-dimensional lattice against a dark void.,What is the background?,"['a bright light', 'a cloudy sky', 'a dark void', 'a colorful wall']",a dark void
